Year ended June,Region,Region Code,Measure,Value,Value Unit,Value Label,Null Reason
1996,Taranaki,Taranaki Region,Evapotranspiration,4581,number,Millions of cubic metres per year,
1996,Manawatū-Whanganui,Manawatu-Wanganui Region,Evapotranspiration,12496,number,Millions of cubic metres per year,
1996,Wellington,Wellington Region,Evapotranspiration,5097,number,Millions of cubic metres per year,
1996,North Island,Total North Island,Evapotranspiration,74341,number,Millions of cubic metres per year,
1996,West Coast,West Coast Region,Evapotranspiration,12986,number,Millions of cubic metres per year,
1996,Canterbury,Canterbury Region,Evapotranspiration,12398,number,Millions of cubic metres per year,
1996,Otago,Otago Region,Evapotranspiration,12493,number,Millions of cubic metres per year,
1996,Southland,Southland Region,Evapotranspiration,14164,number,Millions of cubic metres per year,
1996,Tasman,Tasman Region,Evapotranspiration,5287,number,Millions of cubic metres per year,
1996,Nelson,Nelson Region,Evapotranspiration,220,number,Millions of cubic metres per year,
1996,Marlborough,Marlborough Region,Evapotranspiration,3942,number,Millions of cubic metres per year,
1996,South Island,Total South Island,Evapotranspiration,61489,number,Millions of cubic metres per year,
1996,New Zealand,Total New Zealand,Evapotranspiration,135830,number,Millions of cubic metres per year,
1996,Northland,Northland Region,Inflow from other regions,2,number,Millions of cubic metres per year,
1996,Auckland,Auckland Region,Inflow from other regions,9,number,Millions of cubic metres per year,
1996,Waikato,Waikato Region,Inflow from other regions,73,number,Millions of cubic metres per year,
1996,Bay of Plenty,Bay of Plenty Region,Inflow from other regions,5234,number,Millions of cubic metres per year,
1996,Gisborne,Gisborne Region,Inflow from other regions,3030,number,Millions of cubic metres per year,
1996,Hawke's Bay,Hawke's Bay Region,Inflow from other regions,1745,number,Millions of cubic metres per year,
1996,Taranaki,Taranaki Region,Inflow from other regions,5,number,Millions of cubic metres per year,
1996,Manawatū-Whanganui,Manawatu-Wanganui Region,Inflow from other regions,25,number,Millions of cubic metres per year,
1996,Wellington,Wellington Region,Inflow from other regions,50,number,Millions of cubic metres per year,
1996,North Island,Total North Island,Inflow from other regions,,number,Millions of cubic metres per year,not applicable
1996,West Coast,West Coast Region,Inflow from other regions,9466,number,Millions of cubic metres per year,
1996,Canterbury,Canterbury Region,Inflow from other regions,11630,number,Millions of cubic metres per year,
1996,Otago,Otago Region,Inflow from other regions,21079,number,Millions of cubic metres per year,
1996,Southland,Southland Region,Inflow from other regions,77,number,Millions of cubic metres per year,
1996,Tasman,Tasman Region,Inflow from other regions,1711,number,Millions of cubic metres per year,
1996,Nelson,Nelson Region,Inflow from other regions,5,number,Millions of cubic metres per year,
1996,Marlborough,Marlborough Region,Inflow from other regions,9639,number,Millions of cubic metres per year,
1996,South Island,Total South Island,Inflow from other regions,,number,Millions of cubic metres per year,not applicable
1996,New Zealand,Total New Zealand,Inflow from other regions,,number,Millions of cubic metres per year,not applicable
1996,Northland,Northland Region,Outflow to other regions,0,number,Millions of cubic metres per year,
1996,Auckland,Auckland Region,Outflow to other regions,34,number,Millions of cubic metres per year,
1996,Waikato,Waikato Region,Outflow to other regions,44,number,Millions of cubic metres per year,
1996,Bay of Plenty,Bay of Plenty Region,Outflow to other regions,2812,number,Millions of cubic metres per year,
1996,Gisborne,Gisborne Region,Outflow to other regions,6954,number,Millions of cubic metres per year,
1996,Hawke's Bay,Hawke's Bay Region,Outflow to other regions,258,number,Millions of cubic metres per year,
1996,Taranaki,Taranaki Region,Outflow to other regions,2,number,Millions of cubic metres per year,
1996,Manawatū-Whanganui,Manawatu-Wanganui Region,Outflow to other regions,69,number,Millions of cubic metres per year,
1996,Wellington,Wellington Region,Outflow to other regions,0,number,Millions of cubic metres per year,
1996,North Island,Total North Island,Outflow to other regions,,number,Millions of cubic metres per year,not applicable
1996,West Coast,West Coast Region,Outflow to other regions,1632,number,Millions of cubic metres per year,
1996,Canterbury,Canterbury Region,Outflow to other regions,30613,number,Millions of cubic metres per year,
1996,Otago,Otago Region,Outflow to other regions,127,number,Millions of cubic metres per year,
1996,Southland,Southland Region,Outflow to other regions,152,number,Millions of cubic metres per year,
1996,Tasman,Tasman Region,Outflow to other regions,9425,number,Millions of cubic metres per year,
1996,Nelson,Nelson Region,Outflow to other regions,79,number,Millions of cubic metres per year,
1996,Marlborough,Marlborough Region,Outflow to other regions,11581,number,Millions of cubic metres per year,
1996,South Island,Total South Island,Outflow to other regions,,number,Millions of cubic metres per year,not applicable
1996,New Zealand,Total New Zealand,Outflow to other regions,,number,Millions of cubic metres per year,not applicable
1996,Northland,Northland Region,Outflow to sea and net extraction,9953,number,Millions of cubic metres per year,
1996,Auckland,Auckland Region,Outflow to sea and net extraction,4896,number,Millions of cubic metres per year,
1996,Waikato,Waikato Region,Outflow to sea and net extraction,29149,number,Millions of cubic metres per year,
1996,Bay of Plenty,Bay of Plenty Region,Outflow to sea and net extraction,21412,number,Millions of cubic metres per year,
1996,Gisborne,Gisborne Region,Outflow to sea and net extraction,8886,number,Millions of cubic metres per year,
1996,Hawke's Bay,Hawke's Bay Region,Outflow to sea and net extraction,16926,number,Millions of cubic metres per year,
1996,Taranaki,Taranaki Region,Outflow to sea and net extraction,10616,number,Millions of cubic metres per year,
1996,Manawatū-Whanganui,Manawatu-Wanganui Region,Outflow to sea and net extraction,24462,number,Millions of cubic metres per year,
1996,Wellington,Wellington Region,Outflow to sea and net extraction,10764,number,Millions of cubic metres per year,
1996,North Island,Total North Island,Outflow to sea and net extraction,137064,number,Millions of cubic metres per year,
1996,West Coast,West Coast Region,Outflow to sea and net extraction,164613,number,Millions of cubic metres per year,
1996,Canterbury,Canterbury Region,Outflow to sea and net extraction,43640,number,Millions of cubic metres per year,
1996,Otago,Otago Region,Outflow to sea and net extraction,56866,number,Millions of cubic metres per year,
1996,Southland,Southland Region,Outflow to sea and net extraction,65458,number,Millions of cubic metres per year,
1996,Tasman,Tasman Region,Outflow to sea and net extraction,12621,number,Millions of cubic metres per year,
1996,Nelson,Nelson Region,Outflow to sea and net extraction,477,number,Millions of cubic metres per year,
1996,Marlborough,Marlborough Region,Outflow to sea and net extraction,10974,number,Millions of cubic metres per year,
1996,South Island,Total South Island,Outflow to sea and net extraction,354649,number,Millions of cubic metres per year,
1996,New Zealand,Total New Zealand,Outflow to sea and net extraction,491713,number,Millions of cubic metres per year,
1996,Northland,Northland Region,Precipitation,18568,number,Millions of cubic metres per year,
1996,Auckland,Auckland Region,Precipitation,7817,number,Millions of cubic metres per year,
1996,Waikato,Waikato Region,Precipitation,44841,number,Millions of cubic metres per year,
1996,Bay of Plenty,Bay of Plenty Region,Precipitation,28891,number,Millions of cubic metres per year,
1996,Gisborne,Gisborne Region,Precipitation,18743,number,Millions of cubic metres per year,
1996,Hawke's Bay,Hawke's Bay Region,Precipitation,23531,number,Millions of cubic metres per year,
1996,Taranaki,Taranaki Region,Precipitation,14426,number,Millions of cubic metres per year,
1996,Manawatū-Whanganui,Manawatu-Wanganui Region,Precipitation,36738,number,Millions of cubic metres per year,
1996,Wellington,Wellington Region,Precipitation,15704,number,Millions of cubic metres per year,
1996,North Island,Total North Island,Precipitation,209259,number,Millions of cubic metres per year,
1996,West Coast,West Coast Region,Precipitation,170636,number,Millions of cubic metres per year,
1996,Canterbury,Canterbury Region,Precipitation,74489,number,Millions of cubic metres per year,
1996,Otago,Otago Region,Precipitation,48151,number,Millions of cubic metres per year,
1996,Southland,Southland Region,Precipitation,80335,number,Millions of cubic metres per year,
1996,Tasman,Tasman Region,Precipitation,25597,number,Millions of cubic metres per year,
1996,Nelson,Nelson Region,Precipitation,770,number,Millions of cubic metres per year,
1996,Marlborough,Marlborough Region,Precipitation,16810,number,Millions of cubic metres per year,
1996,South Island,Total South Island,Precipitation,416788,number,Millions of cubic metres per year,
1996,New Zealand,Total New Zealand,Precipitation,626047,number,Millions of cubic metres per year,
1996,Northland,Northland Region,Total change in water storage,-73,number,Millions of cubic metres per year,
1996,Auckland,Auckland Region,Total change in water storage,2,number,Millions of cubic metres per year,
1996,Waikato,Waikato Region,Total change in water storage,-723,number,Millions of cubic metres per year,
1996,Bay of Plenty,Bay of Plenty Region,Total change in water storage,-31,number,Millions of cubic metres per year,
1996,Gisborne,Gisborne Region,Total change in water storage,-105,number,Millions of cubic metres per year,
1996,Hawke's Bay,Hawke's Bay Region,Total change in water storage,-77,number,Millions of cubic metres per year,
1996,Taranaki,Taranaki Region,Total change in water storage,-768,number,Millions of cubic metres per year,
1996,Manawatū-Whanganui,Manawatu-Wanganui Region,Total change in water storage,-263,number,Millions of cubic metres per year,
1996,Wellington,Wellington Region,Total change in water storage,-107,number,Millions of cubic metres per year,
1996,North Island,Total North Island,Total change in water storage,-2145,number,Millions of cubic metres per year,
1996,West Coast,West Coast Region,Total change in water storage,871,number,Millions of cubic metres per year,
1996,Canterbury,Canterbury Region,Total change in water storage,-532,number,Millions of cubic metres per year,
1996,Otago,Otago Region,Total change in water storage,-255,number,Millions of cubic metres per year,
1996,Southland,Southland Region,Total change in water storage,639,number,Millions of cubic metres per year,
1996,Tasman,Tasman Region,Total change in water storage,-25,number,Millions of cubic metres per year,
1996,Nelson,Nelson Region,Total change in water storage,-1,number,Millions of cubic metres per year,
1996,Marlborough,Marlborough Region,Total change in water storage,-47,number,Millions of cubic metres per year,
1996,South Island,Total South Island,Total change in water storage,650,number,Millions of cubic metres per year,
