Date(NZST),WindDir(DegT),Speed(m/s),WindDir StdDev,WindSpd StdDev
20230714,217,0.9,91,0.5
20230715,136,0.9,30,0.5
20230716,105,2.2,21,0.9
20230717,12,0.3,41,0.3
20230718,271,0.2,0,0.2
20230719,326,0.4,37,0.3
20230720,134,1.2,33,0.7
20230721,121,1.1,26,0.5
20230722,131,2,15,0.7
20230723,293,0.5,4,0.3
20230724,277,0.3,0,0.3
20230725,296,0.3,3,0.3
20230726,152,0.6,63,0.4
20230727,141,2.2,57,1
20230728,255,0.8,66,0.4
20230729,322,0.4,29,0.3
20230730,86,0.5,42,0.3
20230731,81,0.6,45,0.4
20230801,164,1.4,59,0.6
20230802,121,1,92,0.4
20230803,344,0.3,27,0.2
20230804,339,1,39,0.4
20230805,116,1.9,11,0.5
20230806,74,0.7,42,0.5
20230807,112,1.2,12,0.5
20230808,138,1.1,63,0.6
20230809,115,1.5,11,0.4
20230810,143,0.7,32,0.5
20230811,293,0.3,39,0.3
20230812,256,0.3,0,0.2
20230813,5,0.9,24,0.4
20230814,355,1.1,63,0.6
20230815,55,0.7,57,0.4
20230816,125,1.4,46,0.7
20230817,329,0.9,0,0.4
20230818,318,0.4,6,0.2
20230819,309,0.8,69,0.4
20230820,119,1.9,13,0.7
20230821,198,3.4,15,1.1
20230822,320,0.6,22,0.3
20230823,231,0.4,20,0.3
20230824,278,1,20,0.4
20230825,116,2.6,14,0.7
20230826,108,0.8,23,0.5
20230827,150,2.4,21,0.9
